worker_id,month,total_days_worked,total_hours_worked
1522,Feb,21,168
1522,Mar,21,126
1522,Apr,20,180
1522,May,21,147
1523,Feb,20,120
1523,Mar,26,156
1523,Apr,26,182
1523,May,23,207
1524,Feb,26,182
1524,Mar,24,216
1524,Apr,20,180
1524,May,26,208
1525,Feb,26,156
1525,Mar,23,184
1525,Apr,20,120
1525,May,24,168
1526,Feb,20,160
1526,Mar,20,160
1526,Apr,23,161
1526,May,23,184
1527,Feb,26,182
1527,Mar,26,182
1527,Apr,24,144
1527,May,26,234
1528,Feb,20,180
1528,Mar,23,207
1528,Apr,26,156
1528,May,23,184
1529,Feb,22,198
1529,Mar,20,140
1529,Apr,20,180
1529,May,22,198
1530,Feb,24,216
1530,Mar,20,180
1530,Apr,23,138
1530,May,22,176
1531,Feb,24,144
1531,Mar,21,189
1531,Apr,25,225
1531,May,26,156
1532,Feb,20,140
1532,Mar,22,154
1532,Apr,23,138
1532,May,24,192
1533,Feb,21,168
1533,Mar,23,138
1533,Apr,25,175
1533,May,21,147
1534,Feb,21,168
1534,Mar,22,198
1534,Apr,20,120
1534,May,22,132
1535,Feb,23,184
1535,Mar,24,144
1535,Apr,20,140
1535,May,23,184
1536,Feb,25,200
1536,Mar,23,184
1536,Apr,23,138
1536,May,24,168
1537,Feb,22,154
1537,Mar,21,168
1537,Apr,20,180
1537,May,26,208
1538,Feb,24,144
1538,Mar,24,216
1538,Apr,20,180
1538,May,22,176
1539,Feb,23,207
1539,Mar,21,147
1539,Apr,22,176
1539,May,22,132
1540,Feb,20,160
1540,Mar,23,161
1540,Apr,24,192
1540,May,20,120
1541,Feb,21,189
1541,Mar,21,126
1541,Apr,23,207
1541,May,24,168
1542,Feb,22,132
1542,Mar,25,225
1542,Apr,26,234
1542,May,23,138
1543,Feb,22,132
1543,Mar,26,182
1543,Apr,21,126
1543,May,26,208
1544,Feb,22,132
1544,Mar,24,192
1544,Apr,26,234
1544,May,22,176
1545,Feb,24,144
1545,Mar,24,216
1545,Apr,22,154
1545,May,20,140
1546,Feb,22,132
1546,Mar,23,184
1546,Apr,23,138
1546,May,24,168
1547,Feb,22,176
1547,Mar,24,168
1547,Apr,20,140
1547,May,22,132
1548,Feb,22,198
1548,Mar,22,154
1548,Apr,22,132
1548,May,26,208
1549,Feb,22,176
1549,Mar,22,154
1549,Apr,20,180
1549,May,24,168
1550,Feb,20,140
1550,Mar,26,182
1550,Apr,21,126
1550,May,20,160
1551,Feb,24,168
1551,Mar,26,182
1551,Apr,20,180
1551,May,21,147
1552,Feb,24,192
1552,Mar,24,216
1552,Apr,26,208
1552,May,20,160
1553,Feb,26,208
1553,Mar,22,132
1553,Apr,25,225
1553,May,25,175
1554,Feb,24,168
1554,Mar,23,161
1554,Apr,25,200
1554,May,25,150
1555,Feb,26,234
1555,Mar,26,182
1555,Apr,22,176
1555,May,25,200
1556,Feb,25,225
1556,Mar,22,154
1556,Apr,22,154
1556,May,25,200
1557,Feb,24,192
1557,Mar,26,234
1557,Apr,24,144
1557,May,25,175
1558,Feb,25,150
1558,Mar,20,140
1558,Apr,22,132
1558,May,26,208
1559,Feb,23,161
1559,Mar,23,138
1559,Apr,20,140
1559,May,24,216
1560,Feb,23,138
1560,Mar,24,216
1560,Apr,20,180
1560,May,22,198
1561,Feb,20,120
1561,Mar,25,225
1561,Apr,20,160
1561,May,21,147
1562,Feb,25,200
1562,Mar,25,150
1562,Apr,20,120
1562,May,22,198
1563,Feb,26,182
1563,Mar,20,180
1563,Apr,20,160
1563,May,23,207
1564,Feb,20,140
1564,Mar,22,176
1564,Apr,23,184
1564,May,25,225
1565,Feb,21,126
1565,Mar,24,192
1565,Apr,25,175
1565,May,23,207
1566,Feb,22,132
1566,Mar,22,154
1566,Apr,26,208
1566,May,20,120
1567,Feb,20,120
1567,Mar,24,216
1567,Apr,26,234
1567,May,21,189
1568,Feb,26,208
1568,Mar,24,168
1568,Apr,24,144
1568,May,24,192
1569,Feb,23,161
1569,Mar,22,132
1569,Apr,20,120
1569,May,22,154
1570,Feb,20,180
1570,Mar,26,208
1570,Apr,21,189
1570,May,25,225
1571,Feb,25,225
1571,Mar,26,156
1571,Apr,25,150
1571,May,26,156
1572,Feb,26,156
1572,Mar,21,126
1572,Apr,25,225
1572,May,21,168
1573,Feb,22,198
1573,Mar,20,140
1573,Apr,23,184
1573,May,20,160
1574,Feb,24,144
1574,Mar,23,161
1574,Apr,24,216
1574,May,24,168
1575,Feb,20,140
1575,Mar,24,168
1575,Apr,25,175
1575,May,25,175
1576,Feb,23,207
1576,Mar,23,138
1576,Apr,24,168
1576,May,20,120
1577,Feb,23,184
1577,Mar,21,168
1577,Apr,25,175
1577,May,26,156
1578,Feb,23,184
1578,Mar,26,156
1578,Apr,23,161
1578,May,26,208
1579,Feb,20,160
1579,Mar,22,132
1579,Apr,20,140
1579,May,25,150
1580,Feb,22,154
1580,Mar,23,207
1580,Apr,22,198
1580,May,24,192
1581,Feb,23,207
1581,Mar,22,132
1581,Apr,22,176
1581,May,24,192
1582,Feb,26,234
1582,Mar,23,184
1582,Apr,23,161
1582,May,21,189
1583,Feb,26,208
1583,Mar,26,156
1583,Apr,22,154
1583,May,21,168
1584,Feb,22,132
1584,Mar,25,200
1584,Apr,26,182
1584,May,25,175
1585,Feb,24,192
1585,Mar,25,225
1585,Apr,24,192
1585,May,24,144
1586,Feb,20,120
1586,Mar,21,147
1586,Apr,21,168
1586,May,24,168
1587,Feb,22,132
1587,Mar,22,132
1587,Apr,25,150
1587,May,23,138
1588,Feb,24,144
1588,Mar,24,168
1588,Apr,21,168
1588,May,23,138
1589,Feb,21,147
1589,Mar,26,234
1589,Apr,20,120
1589,May,20,140
1590,Feb,25,200
1590,Mar,20,140
1590,Apr,22,154
1590,May,23,184
1591,Feb,24,192
1591,Mar,20,140
1591,Apr,23,161
1591,May,23,161
1592,Feb,20,160
1592,Mar,26,156
1592,Apr,23,207
1592,May,21,126
1593,Feb,26,208
1593,Mar,23,207
1593,Apr,26,234
1593,May,20,160
1594,Feb,23,207
1594,Mar,21,126
1594,Apr,22,176
1594,May,21,189
1595,Feb,24,216
1595,Mar,25,175
1595,Apr,24,216
1595,May,23,184
1596,Feb,22,132
1596,Mar,22,176
1596,Apr,23,207
1596,May,25,150
1597,Feb,20,140
1597,Mar,23,184
1597,Apr,26,234
1597,May,26,182
1598,Feb,25,150
1598,Mar,26,156
1598,Apr,26,156
1598,May,23,161
1599,Feb,26,156
1599,Mar,24,168
1599,Apr,25,175
1599,May,24,144
1600,Feb,23,138
1600,Mar,24,216
1600,Apr,23,207
1600,May,24,168
1601,Feb,25,175
1601,Mar,21,126
1601,Apr,21,147
1601,May,22,132
1602,Feb,26,156
1602,Mar,20,120
1602,Apr,24,216
1602,May,24,216
1603,Feb,24,192
1603,Mar,21,168
1603,Apr,22,198
1603,May,25,225
1604,Feb,20,120
1604,Mar,25,175
1604,Apr,22,154
1604,May,25,225
1605,Feb,21,126
1605,Mar,22,198
1605,Apr,21,189
1605,May,21,168
1606,Feb,24,168
1606,Mar,26,156
1606,Apr,25,225
1606,May,20,160
1607,Feb,26,156
1607,Mar,26,208
1607,Apr,26,182
1607,May,26,182
1608,Feb,20,180
1608,Mar,26,156
1608,Apr,21,168
1608,May,20,140
1609,Feb,23,161
1609,Mar,24,168
1609,Apr,21,189
1609,May,23,138
1610,Feb,24,168
1610,Mar,21,147
1610,Apr,20,180
1610,May,26,234
1611,Feb,21,189
1611,Mar,21,126
1611,Apr,20,160
1611,May,22,198
1612,Feb,21,168
1612,Mar,24,216
1612,Apr,20,160
1612,May,21,126
1613,Feb,21,168
1613,Mar,24,192
1613,Apr,23,161
1613,May,23,138
1614,Feb,24,168
1614,Mar,20,120
1614,Apr,24,216
1614,May,24,216
1615,Feb,26,234
1615,Mar,25,175
1615,Apr,24,192
1615,May,20,180
1616,Feb,23,207
1616,Mar,23,207
1616,Apr,22,198
1616,May,22,154
1617,Feb,25,175
1617,Mar,26,182
1617,Apr,23,161
1617,May,26,156
1618,Feb,21,126
1618,Mar,26,234
1618,Apr,25,225
1618,May,23,184
1619,Feb,25,150
1619,Mar,23,207
1619,Apr,23,138
1619,May,25,175
1620,Feb,21,189
1620,Mar,24,168
1620,Apr,20,120
1620,May,26,182
1621,Feb,21,126
1621,Mar,22,198
1621,Apr,24,144
1621,May,20,140
1622,Feb,26,234
1622,Mar,22,176
1622,Apr,24,192
1622,May,23,207
1623,Feb,21,147
1623,Mar,26,208
1623,Apr,25,200
1623,May,25,175
1624,Feb,25,150
1624,Mar,20,140
1624,Apr,22,132
1624,May,21,126
1625,Feb,20,140
1625,Mar,21,168
1625,Apr,21,126
1625,May,24,216
1626,Feb,23,161
1626,Mar,22,176
1626,Apr,24,192
1626,May,25,175
1627,Feb,25,225
1627,Mar,25,225
1627,Apr,20,160
1627,May,22,198
1628,Feb,20,180
1628,Mar,24,168
1628,Apr,26,234
1628,May,21,168
1629,Feb,20,120
1629,Mar,20,160
1629,Apr,24,216
1629,May,25,150
1630,Feb,21,168
1630,Mar,26,182
1630,Apr,23,138
1630,May,23,207
1631,Feb,23,207
1631,Mar,20,120
1631,Apr,23,184
1631,May,20,180
1632,Feb,26,208
1632,Mar,22,198
1632,Apr,20,180
1632,May,21,189
1633,Feb,23,207
1633,Mar,25,175
1633,Apr,20,160
1633,May,24,216
1634,Feb,20,180
1634,Mar,23,207
1634,Apr,24,192
1634,May,22,154
1635,Feb,23,207
1635,Mar,25,175
1635,Apr,24,192
1635,May,26,208
1636,Feb,22,198
1636,Mar,25,150
1636,Apr,26,234
1636,May,21,147
1637,Feb,23,138
1637,Mar,22,154
1637,Apr,22,132
1637,May,26,234
1638,Feb,20,120
1638,Mar,22,198
1638,Apr,22,154
1638,May,20,120
1639,Feb,21,168
1639,Mar,20,120
1639,Apr,23,161
1639,May,24,216
1640,Feb,20,160
1640,Mar,26,208
1640,Apr,26,156
1640,May,21,126
1641,Feb,25,150
1641,Mar,24,192
1641,Apr,21,147
1641,May,21,126
1642,Feb,23,184
1642,Mar,20,160
1642,Apr,23,184
1642,May,26,182
1643,Feb,20,160
1643,Mar,24,216
1643,Apr,26,234
1643,May,22,154
1644,Feb,21,126
1644,Mar,26,234
1644,Apr,26,156
1644,May,26,182
1645,Feb,22,132
1645,Mar,25,150
1645,Apr,26,208
1645,May,24,216
1646,Feb,23,207
1646,Mar,25,225
1646,Apr,25,200
1646,May,24,168
1647,Feb,23,138
1647,Mar,21,147
1647,Apr,24,144
1647,May,23,184
1648,Feb,22,198
1648,Mar,21,189
1648,Apr,24,144
1648,May,22,198
1649,Feb,20,140
1649,Mar,20,180
1649,Apr,23,138
1649,May,22,176
1650,Feb,24,216
1650,Mar,23,138
1650,Apr,24,216
1650,May,20,140
1651,Feb,20,180
1651,Mar,21,168
1651,Apr,22,132
1651,May,20,120
1652,Feb,21,147
1652,Mar,22,176
1652,Apr,26,156
1652,May,23,184
1653,Feb,24,192
1653,Mar,23,207
1653,Apr,22,154
1653,May,23,207
1654,Feb,25,225
1654,Mar,24,144
1654,Apr,26,182
1654,May,23,207
1655,Feb,26,156
1655,Mar,22,198
1655,Apr,25,150
1655,May,20,140
1656,Feb,20,160
1656,Mar,26,234
1656,Apr,25,175
1656,May,26,156
1657,Feb,25,225
1657,Mar,23,138
1657,Apr,22,132
1657,May,23,184
1658,Feb,22,132
1658,Mar,26,234
1658,Apr,24,192
1658,May,23,184
1659,Feb,26,182
1659,Mar,24,192
1659,Apr,23,184
1659,May,22,176
1660,Feb,22,154
1660,Mar,21,168
1660,Apr,22,176
1660,May,22,154
1661,Feb,22,176
1661,Mar,20,140
1661,Apr,22,198
1661,May,25,175
1662,Feb,26,182
1662,Mar,22,154
1662,Apr,20,120
1662,May,26,156
1663,Feb,23,138
1663,Mar,21,147
1663,Apr,25,200
1663,May,26,234
1664,Feb,21,147
1664,Mar,23,184
1664,Apr,25,175
1664,May,24,216
1665,Feb,20,140
1665,Mar,21,126
1665,Apr,21,126
1665,May,23,138
1666,Feb,22,154
1666,Mar,25,175
1666,Apr,22,154
1666,May,24,216
1667,Feb,25,225
1667,Mar,26,208
1667,Apr,22,132
1667,May,20,140
1668,Feb,20,160
1668,Mar,21,126
1668,Apr,24,216
1668,May,20,120
1669,Feb,25,175
1669,Mar,26,182
1669,Apr,26,208
1669,May,24,144
1670,Feb,22,198
1670,Mar,23,138
1670,Apr,21,189
1670,May,20,180
1671,Feb,20,120
1671,Mar,25,175
1671,Apr,22,132
1671,May,20,140
1672,Feb,23,207
1672,Mar,21,189
1672,Apr,20,180
1672,May,22,132
1673,Feb,24,168
1673,Mar,22,176
1673,Apr,25,200
1673,May,24,192
1674,Feb,26,234
1674,Mar,21,126
1674,Apr,24,192
1674,May,21,147
1675,Feb,25,200
1675,Mar,26,234
1675,Apr,22,176
1675,May,23,184
1676,Feb,22,176
1676,Mar,21,126
1676,Apr,22,176
1676,May,23,138
1677,Feb,21,189
1677,Mar,24,192
1677,Apr,26,182
1677,May,21,126
1678,Feb,21,126
1678,Mar,24,168
1678,Apr,20,160
1678,May,23,184
1679,Feb,24,192
1679,Mar,24,168
1679,Apr,23,184
1679,May,24,216
1680,Feb,24,144
1680,Mar,26,156
1680,Apr,23,207
1680,May,25,225
1681,Feb,21,189
1681,Mar,22,154
1681,Apr,22,154
1681,May,21,168
1682,Feb,20,160
1682,Mar,24,168
1682,Apr,22,198
1682,May,20,180
1683,Feb,24,192
1683,Mar,23,184
1683,Apr,21,126
1683,May,24,144
1684,Feb,24,168
1684,Mar,20,140
1684,Apr,26,234
1684,May,21,189
1685,Feb,20,180
1685,Mar,22,198
1685,Apr,23,207
1685,May,25,225
1686,Feb,23,207
1686,Mar,23,184
1686,Apr,23,161
1686,May,22,154
1687,Feb,21,189
1687,Mar,20,160
1687,Apr,23,184
1687,May,21,189
1688,Feb,20,180
1688,Mar,25,150
1688,Apr,26,208
1688,May,23,207
1689,Feb,23,207
1689,Mar,23,161
1689,Apr,21,147
1689,May,20,140
1690,Feb,22,198
1690,Mar,25,225
1690,Apr,20,120
1690,May,20,120
1691,Feb,26,234
1691,Mar,20,140
1691,Apr,20,120
1691,May,20,120
1692,Feb,23,207
1692,Mar,25,225
1692,Apr,24,144
1692,May,25,150
1693,Feb,24,192
1693,Mar,24,144
1693,Apr,21,189
1693,May,21,168
1694,Feb,26,156
1694,Mar,20,120
1694,Apr,25,200
1694,May,26,182
1695,Feb,21,126
1695,Mar,23,161
1695,Apr,25,200
1695,May,23,161
1696,Feb,22,132
1696,Mar,20,160
1696,Apr,23,184
1696,May,21,147
1697,Feb,20,140
1697,Mar,23,161
1697,Apr,23,207
1697,May,20,120
1698,Feb,21,147
1698,Mar,25,175
1698,Apr,24,168
1698,May,20,160
1699,Feb,24,144
1699,Mar,25,150
1699,Apr,20,160
1699,May,22,154
1700,Feb,21,147
1700,Mar,21,168
1700,Apr,25,150
1700,May,22,132
1701,Feb,24,216
1701,Mar,25,225
1701,Apr,20,160
1701,May,23,184
1702,Feb,22,198
1702,Mar,22,154
1702,Apr,22,176
1702,May,22,154
1703,Feb,24,144
1703,Mar,26,182
1703,Apr,22,132
1703,May,22,132
1704,Feb,23,184
1704,Mar,22,132
1704,Apr,20,160
1704,May,22,132
1705,Feb,26,208
1705,Mar,22,176
1705,Apr,26,234
1705,May,23,207
1706,Feb,26,234
1706,Mar,25,225
1706,Apr,22,198
1706,May,21,189
1707,Feb,23,161
1707,Mar,23,184
1707,Apr,20,160
1707,May,24,192
1708,Feb,22,132
1708,Mar,24,168
1708,Apr,20,120
1708,May,23,184
1709,Feb,22,132
1709,Mar,21,189
1709,Apr,23,207
1709,May,22,176
1710,Feb,26,182
1710,Mar,22,198
1710,Apr,26,234
1710,May,21,189
1711,Feb,23,184
1711,Mar,21,147
1711,Apr,20,140
1711,May,24,216
1712,Feb,21,126
1712,Mar,25,200
1712,Apr,21,189
1712,May,25,150
1713,Feb,26,182
1713,Mar,25,175
1713,Apr,20,140
1713,May,21,168
1714,Feb,23,138
1714,Mar,23,138
1714,Apr,26,234
1714,May,26,156
1715,Feb,21,147
1715,Mar,26,234
1715,Apr,20,180
1715,May,22,176
1716,Feb,26,208
1716,Mar,21,147
1716,Apr,25,150
1716,May,26,156
1717,Feb,21,126
1717,Mar,22,176
1717,Apr,22,198
1717,May,20,120
1718,Feb,21,147
1718,Mar,22,176
1718,Apr,26,156
1718,May,21,168
1719,Feb,24,216
1719,Mar,20,140
1719,Apr,20,180
1719,May,25,200
1720,Feb,26,208
1720,Mar,20,160
1720,Apr,21,168
1720,May,22,176
1721,Feb,26,156
1721,Mar,24,144
1721,Apr,21,189
1721,May,21,147
1722,Feb,24,192
1722,Mar,25,200
1722,Apr,24,144
1722,May,20,160
1723,Feb,25,225
1723,Mar,23,207
1723,Apr,26,156
1723,May,21,189
1724,Feb,21,147
1724,Mar,21,147
1724,Apr,21,189
1724,May,25,150
1725,Feb,20,180
1725,Mar,20,140
1725,Apr,23,207
1725,May,24,216
1726,Feb,23,184
1726,Mar,21,189
1726,Apr,20,120
1726,May,25,150
1727,Feb,21,168
1727,Mar,20,120
1727,Apr,23,138
1727,May,20,120
1728,Feb,21,147
1728,Mar,21,126
1728,Apr,24,144
1728,May,22,132
1729,Feb,21,189
1729,Mar,26,156
1729,Apr,20,180
1729,May,25,175
1730,Feb,20,140
1730,Mar,20,180
1730,Apr,21,147
1730,May,24,144
1731,Feb,22,198
1731,Mar,26,156
1731,Apr,24,168
1731,May,26,182
1732,Feb,20,180
1732,Mar,24,168
1732,Apr,25,175
1732,May,22,132
1733,Feb,21,189
1733,Mar,24,216
1733,Apr,22,154
1733,May,24,192
1734,Feb,21,189
1734,Mar,22,132
1734,Apr,21,189
1734,May,26,234
1735,Feb,21,147
1735,Mar,20,180
1735,Apr,22,198
1735,May,22,132
1736,Feb,21,126
1736,Mar,21,168
1736,Apr,24,216
1736,May,24,144
1737,Feb,24,144
1737,Mar,26,156
1737,Apr,22,154
1737,May,21,189
1738,Feb,20,160
1738,Mar,22,176
1738,Apr,21,126
1738,May,20,180
1739,Feb,23,207
1739,Mar,20,120
1739,Apr,25,225
1739,May,20,180
1740,Feb,25,200
1740,Mar,20,140
1740,Apr,26,234
1740,May,24,192
1741,Feb,22,198
1741,Mar,26,208
1741,Apr,23,161
1741,May,25,225
1742,Feb,22,132
1742,Mar,25,150
1742,Apr,20,160
1742,May,23,161
1743,Feb,24,168
1743,Mar,25,175
1743,Apr,26,234
1743,May,20,140
1744,Feb,26,182
1744,Mar,26,182
1744,Apr,23,161
1744,May,26,182
1745,Feb,21,126
1745,Mar,22,154
1745,Apr,20,180
1745,May,21,147
1746,Feb,25,175
1746,Mar,22,198
1746,Apr,23,184
1746,May,25,200
1747,Feb,20,120
1747,Mar,22,154
1747,Apr,23,207
1747,May,22,132
1748,Feb,23,161
1748,Mar,26,182
1748,Apr,26,208
1748,May,20,160
1749,Feb,23,207
1749,Mar,23,138
1749,Apr,26,208
1749,May,25,225
1750,Feb,22,176
1750,Mar,21,147
1750,Apr,24,144
1750,May,23,138
1751,Feb,22,132
1751,Mar,20,180
1751,Apr,20,140
1751,May,22,176
1752,Feb,24,144
1752,Mar,26,208
1752,Apr,25,200
1752,May,24,144
1753,Feb,23,138
1753,Mar,23,207
1753,Apr,20,140
1753,May,26,156
1754,Feb,24,192
1754,Mar,22,132
1754,Apr,25,225
1754,May,24,216
1755,Feb,22,132
1755,Mar,26,208
1755,Apr,25,175
1755,May,25,175
1756,Feb,22,154
1756,Mar,26,208
1756,Apr,24,168
1756,May,23,138
1757,Feb,26,208
1757,Mar,26,182
1757,Apr,23,161
1757,May,25,175
1758,Feb,24,192
1758,Mar,23,207
1758,Apr,21,126
1758,May,25,225
1759,Feb,21,147
1759,Mar,24,216
1759,Apr,21,189
1759,May,21,126
1760,Feb,23,184
1760,Mar,23,138
1760,Apr,25,225
1760,May,21,147
1761,Feb,21,189
1761,Mar,24,216
1761,Apr,20,140
1761,May,21,168
1762,Feb,20,120
1762,Mar,24,144
1762,Apr,20,180
1762,May,23,207
1763,Feb,20,120
1763,Mar,21,126
1763,Apr,22,154
1763,May,21,147
1764,Feb,20,160
1764,Mar,21,168
1764,Apr,23,161
1764,May,23,184
1765,Feb,20,160
1765,Mar,26,182
1765,Apr,24,144
1765,May,26,182
1766,Feb,26,234
1766,Mar,22,132
1766,Apr,21,168
1766,May,25,175
1767,Feb,21,189
1767,Mar,26,208
1767,Apr,25,175
1767,May,24,144
1768,Feb,20,140
1768,Mar,24,216
1768,Apr,26,234
1768,May,24,144
1769,Feb,22,176
1769,Mar,25,225
1769,Apr,21,147
1769,May,20,180
1770,Feb,26,208
1770,Mar,24,168
1770,Apr,24,168
1770,May,20,140
1771,Feb,23,161
1771,Mar,23,161
1771,Apr,20,120
1771,May,26,234
1772,Feb,21,189
1772,Mar,22,198
1772,Apr,25,175
1772,May,21,126
1773,Feb,21,168
1773,Mar,20,160
1773,Apr,20,160
1773,May,22,176
1774,Feb,25,225
1774,Mar,23,184
1774,Apr,25,150
1774,May,25,175
1775,Feb,24,216
1775,Mar,26,234
1775,Apr,23,184
1775,May,22,132
1776,Feb,20,120
1776,Mar,23,207
1776,Apr,22,154
1776,May,24,144
1777,Feb,21,147
1777,Mar,26,182
1777,Apr,22,132
1777,May,23,138
1778,Feb,21,126
1778,Mar,22,176
1778,Apr,26,234
1778,May,22,132
1779,Feb,25,150
1779,Mar,25,150
1779,Apr,24,168
1779,May,26,234
1780,Feb,26,234
1780,Mar,25,200
1780,Apr,21,126
1780,May,23,184
1781,Feb,24,144
1781,Mar,20,140
1781,Apr,24,168
1781,May,22,198
1782,Feb,22,198
1782,Mar,20,160
1782,Apr,22,154
1782,May,21,126
1783,Feb,20,160
1783,Mar,24,168
1783,Apr,22,198
1783,May,25,200
1784,Feb,24,144
1784,Mar,25,200
1784,Apr,24,216
1784,May,25,200
1785,Feb,21,147
1785,Mar,22,176
1785,Apr,21,189
1785,May,20,140
1786,Feb,24,168
1786,Mar,22,176
1786,Apr,25,200
1786,May,24,192
1787,Feb,20,180
1787,Mar,21,189
1787,Apr,22,132
1787,May,21,189
1788,Feb,25,225
1788,Mar,25,150
1788,Apr,22,132
1788,May,23,184
1789,Feb,20,120
1789,Mar,24,144
1789,Apr,22,154
1789,May,20,140
1790,Feb,25,150
1790,Mar,26,182
1790,Apr,25,225
1790,May,25,150
1791,Feb,26,156
1791,Mar,24,216
1791,Apr,26,234
1791,May,22,176
1792,Feb,20,120
1792,Mar,22,176
1792,Apr,23,207
1792,May,20,120
1793,Feb,25,150
1793,Mar,23,207
1793,Apr,21,168
1793,May,26,156
1794,Feb,26,182
1794,Mar,20,180
1794,Apr,23,138
1794,May,23,184
1795,Feb,25,150
1795,Mar,25,175
1795,Apr,25,225
1795,May,26,208
1796,Feb,21,147
1796,Mar,21,147
1796,Apr,21,147
1796,May,20,140
1797,Feb,23,161
1797,Mar,20,180
1797,Apr,23,207
1797,May,26,156
1798,Feb,23,161
1798,Mar,23,207
1798,Apr,22,198
1798,May,25,150
1799,Feb,24,192
1799,Mar,25,150
1799,Apr,21,126
1799,May,26,182
1800,Feb,26,182
1800,Mar,26,208
1800,Apr,25,150
1800,May,23,184
1801,Feb,24,216
1801,Mar,21,168
1801,Apr,23,207
1801,May,26,182
1802,Feb,20,120
1802,Mar,26,156
1802,Apr,22,176
1802,May,22,132
1803,Feb,22,154
1803,Mar,22,176
1803,Apr,21,126
1803,May,25,175
1804,Feb,23,161
1804,Mar,26,234
1804,Apr,24,144
1804,May,20,180
1805,Feb,23,138
1805,Mar,24,192
1805,Apr,20,140
1805,May,23,184
1806,Feb,25,150
1806,Mar,22,198
1806,Apr,24,192
1806,May,23,184
1807,Feb,20,140
1807,Mar,20,140
1807,Apr,23,207
1807,May,25,225
1808,Feb,21,189
1808,Mar,25,175
1808,Apr,20,140
1808,May,20,140
1809,Feb,21,189
1809,Mar,23,161
1809,Apr,20,180
1809,May,25,200
1810,Feb,20,180
1810,Mar,20,140
1810,Apr,20,160
1810,May,22,154
1811,Feb,26,156
1811,Mar,20,140
1811,Apr,23,184
1811,May,20,120
1812,Feb,25,225
1812,Mar,21,168
1812,Apr,26,234
1812,May,22,176
1813,Feb,26,234
1813,Mar,22,132
1813,Apr,22,132
1813,May,21,168
1814,Feb,21,189
1814,Mar,25,225
1814,Apr,25,200
1814,May,22,154
1815,Feb,21,147
1815,Mar,26,182
1815,Apr,21,189
1815,May,23,184
1816,Feb,20,180
1816,Mar,26,208
1816,Apr,23,161
1816,May,22,176
1817,Feb,25,175
1817,Mar,21,147
1817,Apr,25,225
1817,May,26,156
1818,Feb,23,184
1818,Mar,26,156
1818,Apr,23,161
1818,May,24,168
1819,Feb,26,156
1819,Mar,21,189
1819,Apr,20,180
1819,May,23,207
1820,Feb,21,126
1820,Mar,24,168
1820,Apr,23,184
1820,May,26,234
1821,Feb,21,147
1821,Mar,22,132
1821,Apr,20,180
1821,May,25,175
1822,Feb,25,225
1822,Mar,21,126
1822,Apr,21,126
1822,May,26,156
1823,Feb,25,225
1823,Mar,22,198
1823,Apr,20,180
1823,May,24,144
1824,Feb,23,184
1824,Mar,24,144
1824,Apr,24,168
1824,May,25,150
1825,Feb,24,192
1825,Mar,22,198
1825,Apr,22,132
1825,May,22,154
1826,Feb,20,120
1826,Mar,25,200
1826,Apr,20,120
1826,May,22,198
1827,Feb,24,192
1827,Mar,21,168
1827,Apr,21,126
1827,May,23,161
1828,Feb,26,182
1828,Mar,26,182
1828,Apr,25,200
1828,May,25,150
1829,Feb,24,168
1829,Mar,24,216
1829,Apr,25,200
1829,May,26,182
1830,Feb,21,126
1830,Mar,25,200
1830,Apr,21,147
1830,May,26,156
1831,Feb,24,144
1831,Mar,21,126
1831,Apr,23,161
1831,May,26,156
1832,Feb,26,156
1832,Mar,21,147
1832,Apr,22,176
1832,May,23,184
1833,Feb,23,161
1833,Mar,20,180
1833,Apr,21,126
1833,May,26,182
1834,Feb,21,168
1834,Mar,26,234
1834,Apr,20,140
1834,May,26,234
1835,Feb,26,182
1835,Mar,24,144
1835,Apr,21,168
1835,May,25,175
1836,Feb,24,168
1836,Mar,21,147
1836,Apr,22,176
1836,May,25,150
1837,Feb,25,150
1837,Mar,24,168
1837,Apr,24,216
1837,May,24,192
1838,Feb,25,175
1838,Mar,21,147
1838,Apr,22,198
1838,May,23,161
1839,Feb,23,207
1839,Mar,24,216
1839,Apr,21,126
1839,May,25,200
1840,Feb,26,182
1840,Mar,23,207
1840,Apr,24,192
1840,May,23,138
1841,Feb,20,140
1841,Mar,20,180
1841,Apr,25,150
1841,May,23,138
1842,Feb,24,192
1842,Mar,21,168
1842,Apr,23,161
1842,May,23,207
1843,Feb,24,168
1843,Mar,26,156
1843,Apr,24,168
1843,May,23,184
1844,Feb,22,154
1844,Mar,20,140
1844,Apr,20,120
1844,May,25,150
1845,Feb,22,198
1845,Mar,22,132
1845,Apr,24,168
1845,May,24,192
1846,Feb,24,144
1846,Mar,21,126
1846,Apr,25,200
1846,May,25,225
1847,Feb,24,144
1847,Mar,25,200
1847,Apr,25,200
1847,May,22,198
1848,Feb,21,147
1848,Mar,26,156
1848,Apr,21,168
1848,May,26,156
1849,Feb,25,225
1849,Mar,24,168
1849,Apr,25,150
1849,May,24,192
1850,Feb,25,175
1850,Mar,25,150
1850,Apr,21,126
1850,May,25,150
1851,Feb,24,168
1851,Mar,20,120
1851,Apr,21,168
1851,May,21,189
1852,Feb,20,120
1852,Mar,20,120
1852,Apr,20,120
1852,May,24,192
1853,Feb,23,161
1853,Mar,20,160
1853,Apr,23,207
1853,May,26,234
1854,Feb,23,138
1854,Mar,21,168
1854,Apr,26,234
